Name,Year,Genre,Publisher,North America,Europe,Japan,Other,Global
Naval Ops: Commander,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,0.05
Bleach: Blade Battlers,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
Rez,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Bust-A-Bloc,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05
Sitting Ducks,2003,Platform,LSP Games,0.03,0.02,0,0.01,0.05
Mountain Bike Adrenaline,N/A,Sports,Unknown,0.03,0.02,0,0.01,0.05
Samurai Champloo: Sidetracked,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05
Growlanser: Heritage of War (jp sales),2006,Role-Playing,Rising Star Games,0,0,0.05,0,0.05
The Nightmare of Druaga: Fushigino Dungeon,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05
JoJo no Kimy? na B?ken Fantomu Buraddo,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
Powerdrome,2004,Racing,Evolved Games,0.03,0.02,0,0.01,0.05
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
Legend of Kay,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05
Ferrari F355 Challenge,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Shifters,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05
Sengoku Basara X,2008,Fighting,Capcom,0,0,0.05,0,0.05
Downforce,2002,Racing,Avalon Interactive,0.03,0.02,0,0.01,0.05
Little Busters! Converted Edition,2009,Adventure,Prototype,0,0,0.05,0,0.05
Yanya Caballista: City Skater,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05
Kamiwaza,2006,Action,Acquire,0,0,0.05,0,0.05
Kinnikuman Muscle Grand Prix Max,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05
Medal of Honor: European Assault (weekly JP sales),2005,Shooter,Electronic Arts,0,0,0.05,0,0.05
OutRun 2006: Coast 2 Coast,2006,Racing,Sega,0.02,0.01,0.01,0,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05
Harukanaru Toki no Naka de 3,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05
Tokimeki Memorial Girl's Side 2nd Kiss,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
Hokuto no Ken,2007,Fighting,Sega,0,0,0.05,0,0.05
Stretch Panic,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05
BeatMania IIDX 3rd Style,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
Hummer Badlands,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007,Adventure,505 Games,0,0,0.05,0,0.05
BeatMania IIDX 4th Style: New Songs Collection,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05
Stunt GP,2001,Racing,Titus,0.02,0.02,0,0.01,0.05
J-League Winning Eleven 2010: Club Championship,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
Koihime Musou,2008,Adventure,Yeti,0,0,0.05,0,0.05
Ms Saga: A New Dawn,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05
Finny the Fish & the Seven Waters,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05
Next Generation of Chaos,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05
GrimGrimoire,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05
Growlanser VI: Precarious World,2007,Role-Playing,Atlus,0,0,0.05,0,0.05
Rugby 06,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008,Misc,Hackberry,0,0,0.05,0,0.05
Kiniro no Corda 2 Encore,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
World Championship Pool 2004,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
Gitaroo Man,2001,Misc,THQ,0.02,0.02,0,0.01,0.05
Rimo-Cocoron,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05
World Fantasista,2002,Sports,SquareSoft,0,0,0.05,0,0.05
Short Track Racing: Trading Paint,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
The King of Fighters 2002: Unlimited Match,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
Art of Fighting Anthology,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
The Hustle: Detroit Streets,2006,Sports,Activision,0.02,0.02,0,0.01,0.04
Guilty Gear XX Accent Core,2007,Fighting,Unknown,0,0,0.04,0,0.04
I.Q. Remix+: Intelligent Qube,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,Misc,Paon,0,0,0.04,0,0.04
The King of Fighters 2000,2002,Fighting,Playmore,0,0,0.04,0,0.04
D.C.F.S.: Da Capo Four Seasons,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
Rogue Trooper,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04
Spy Fiction,2003,Action,Sega,0.02,0.02,0,0.01,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
True Love Story 3,2001,Simulation,Enterbrain,0,0,0.04,0,0.04
Blood Will Tell: Tezuka Osamu's Dororo,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04
Red Ninja: End of Honor,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04
Kanuchi: Shiroki Tsubasa no Shou,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
Saint Seiya: The Hades,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
Maken Shao: Demon Sword,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04
BeatMania IIDX 16: Empress + Premium Best,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
FIFA Soccer 2003 (weekly jp sales),2002,Sports,Electronic Arts,0,0,0.04,0,0.04
Unison: Rebels of Rhythm & Dance,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
Yourself Fitness,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04
12Riven: The Psi-Climinal of Integral,2008,Adventure,CyberFront,0,0,0.04,0,0.04
WarJetz,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04
Aeon Flux,2005,Action,THQ,0.02,0.02,0,0.01,0.04
Kikou Heidan J-Phoenix 2,2003,Action,Takara,0,0,0.04,0,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,Shooter,Sega,0,0,0.04,0,0.04
Antz Extreme Racing,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04
Atelier Iris 3: Grand Phantasm (JP Sales),2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
Go Diego Go!: Safari Rescue,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04
Clannad,2006,Adventure,Interchannel,0,0,0.04,0,0.04
Fisherman's Challenge,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04
King of Fighters: Maximum Impact Regulation A,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04
Sacred Blaze,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04
Cyber Troopers Virtual-On Marz,2003,Fighting,Sega,0.02,0.01,0,0,0.04
Headhunter: Redemption,2004,Action,Sega,0.02,0.01,0,0,0.04
Dora's Big Birthday Adventure,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04
PopStar Guitar,2008,Misc,XS Games,0.02,0.01,0,0,0.04
Outlaw Volleyball Remixed,2004,Sports,Global Star,0.02,0.01,0,0,0.04
The Adventures of Darwin,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04
Sega Rally 2006,N/A,Racing,Unknown,0,0,0.04,0,0.04
Stolen,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04
Memories Off 6: T-Wave,2008,Adventure,5pb,0,0,0.04,0,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,Sports,Enix Corporation,0,0,0.04,0,0.04
Echo Night Beyond,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04
Jikkyou World Soccer 2002,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
Tenshou Gakuen Gekkouroku,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04
Rugby 08,2007,Sports,Electronic Arts,0.02,0.01,0,0,0.04
Cy Girls,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04
Chaos Wars,2006,Strategy,Idea Factory,0,0,0.04,0,0.04
Steambot Chronicles,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,D3Publisher,0,0,0.04,0,0.04
Fatal Fury: Battle Archives Volume 1,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.04
Music Maker: Rockstar,2009,Misc,Magix,0.02,0.01,0,0,0.04
Formula 1 06,2006,Racing,Sony Computer Entertainment,0,0,0.04,0,0.04
Without Warning,2005,Shooter,Capcom,0.02,0.01,0,0,0.04
Hakuouki: Zuisouroku,2009,Adventure,Idea Factory,0,0,0.04,0,0.04
Derby Tsuku 5: Derby Uma o Tsukurou!,2006,Sports,Sega,0,0,0.04,0,0.04
SD Gundam Force: Showdown!,2004,Shooter,Namco Bandai Games,0.02,0.01,0,0,0.04
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
Flow: Urban Dance Uprising,2005,Misc,Ubisoft,0.02,0.01,0,0,0.04
Super Robot Taisen: Scramble Commander the 2nd,2007,Strategy,Banpresto,0,0,0.04,0,0.04
NHRA Drag Racing: Countdown to the Championship,2007,Racing,THQ,0.02,0.01,0,0,0.04
Harukanaru Toki no Naka de: Maihitoyo,2006,Adventure,Tecmo Koei,0,0,0.04,0,0.04
FunkMaster Flex's Digital Hitz Factory,2003,Misc,Jester Interactive,0.02,0.01,0,0,0.04
Rebel Raiders: Operation Nighthawk,2006,Simulation,Kando Games,0.02,0.01,0,0,0.03
Asterix & Obelix: Kick Buttix,2004,Action,Atari,0.02,0.01,0,0,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,Misc,Daito,0,0,0.03,0,0.03
World Series of Poker: Tournament of Champions 2007 Edition,2006,Misc,Activision,0.02,0.01,0,0,0.03
ESPN NBA 2Night 2002,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Harukanaru Toki no Naka de Yumenoukihashi Special,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03
Tsuyo Kiss: Mighty Heart,2006,Adventure,Princess Soft,0,0,0.03,0,0.03
Gacharoku,2002,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
Battle Engine Aquila,2003,Shooter,Atari,0.02,0.01,0,0,0.03
Women's Volleyball Championship,2007,Sports,Spike,0,0,0.03,0,0.03
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,Misc,Tecmo Koei,0,0,0.03,0,0.03
Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,0.02,0.01,0,0,0.03
Crimson Tears,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03
Metal Gear Solid: The Essential Collection (JP sales),2007,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,Hackberry,0,0,0.03,0,0.03
EverBlue 2,2002,Adventure,Capcom,0.02,0.01,0,0,0.03
Winning Post World,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Raw Danger!,2006,Action,505 Games,0.02,0.01,0,0,0.03
BeatMania IIDX 14 Gold,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Togainu no Chi: True Blood,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Misc,Hackberry,0,0,0.03,0,0.03
Hiiro no Kakera 2: Hisui no Shizuku,2007,Adventure,Idea Factory,0,0,0.03,0,0.03
Dance Factory,2006,Action,Codemasters,0.02,0.01,0,0,0.03
Otometeki Koi Kakumei * Love Revo,2006,Adventure,Interchannel,0,0,0.03,0,0.03
Egg Mania: Eggstreme Madness,2002,Puzzle,Kemco,0.02,0.01,0,0,0.03
Kiniro no Corda 3,2010,Adventure,Tecmo Koei,0,0,0.03,0,0.03
Suggoi! Arcana Heart 2,2009,Fighting,AQ Interactive,0,0,0.03,0,0.03
Sunny Garcia Surfing,2001,Sports,Ubisoft,0.02,0.01,0,0,0.03
Hiiro no Kakera 3: Aoikuro no Kusabi,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
BeatMania IIDX 13: DistorteD,2007,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
S.L.A.I.: Steel Lancer Arena International,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0,0,0.03
Graffiti Kingdom,2004,Role-Playing,505 Games,0.01,0.01,0,0,0.03
Pop'n Music 14 Fever!,2007,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
S.Y.K Renshouden,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
D.C.I.F.: Da Capo Innocent Finale,2009,Adventure,Sweets,0,0,0.03,0,0.03
Galaxy Angel II: Mugen Kairou no Kagi,2007,Strategy,Broccoli,0,0,0.03,0,0.03
Tenka-bito,2006,Strategy,Sega,0,0,0.03,0,0.03
Samurai Spirits: Tenkaichi Kenkakuden,N/A,Fighting,Unknown,0,0,0.03,0,0.03
Hakuouki,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
Culdcept,2002,Strategy,Sega,0.01,0.01,0,0,0.03
BeatMania IIDX 15: DJ Troopers,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
DICE: DNA Integrated Cybernetic Enterprises,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03
Guitar Freaks V & DrumMania V,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Galaxy Angel II: Zettairyouiki no Tobira,2006,Strategy,Broccoli,0,0,0.03,0,0.03
Wrestle Angels: Survivor 2,2008,Fighting,Tryfirst,0,0,0.03,0,0.03
Vitamin Z,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
Akane Iro ni Somaru Saka Parallel,2008,Adventure,GN Software,0,0,0.03,0,0.03
D1 Professional Drift Grand Prix Series,2005,Racing,Yuke's,0.01,0.01,0,0,0.03
Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0,0.03
ParaParaParadise,2001,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
Warship Gunner 2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,Banpresto,0,0,0.03,0,0.03
Wrestle Kingdom,2006,Fighting,Yuke's,0,0,0.03,0,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
Kuryuu Youma Gakuenki Recharge,2006,Adventure,Atlus,0,0,0.03,0,0.03
Under the Skin,2004,Action,Capcom,0.01,0.01,0,0,0.03
DrumMania 7th Mix,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Runabout 3: Neo Age,2002,Racing,BAM! Entertainment,0,0,0.03,0,0.03
Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03
Cake Mania: Baker's Challenge,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03
Super Monkey Ball Adventure,2006,Platform,Sega,0.01,0.01,0,0,0.03
River King: Wonderful Journey,2005,Sports,505 Games,0.01,0.01,0,0,0.03
Metal Saga,2005,Role-Playing,Success,0.01,0.01,0,0,0.03
Last Escort 2: Shinya no Amai Toge,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
Pop'n Music 13 Carnival,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Shakugan no Shana,2006,Adventure,Media Works,0,0,0.03,0,0.03
Open Season,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03
A Ressha de Gyoukou 2001,2001,Simulation,ArtDink,0,0,0.03,0,0.03
Judge Dredd: Dredd Vs Death,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,Misc,Sega,0,0,0.03,0,0.03
Bode Miller Alpine Skiing,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03
Evangelion: Jo,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
Konohana 2: Todoke Kanai Requiem,2002,Adventure,Success,0,0,0.03,0,0.03
Clover no Kuni no Alice: Wonderful Wonder World,2010,Adventure,Prototype,0,0,0.02,0,0.02
Shinseiki Evangelion: Battle Orchestra,2007,Fighting,Broccoli,0,0,0.02,0,0.02
Battlefield 2: Modern Combat(JP sales),2005,Shooter,Electronic Arts,0,0,0.02,0,0.02
Pop'n Music 12 Iroha,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
BeatMania IIDX 11: IIDX Red,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Spy Hunter: Nowhere To Run,2006,Racing,Midway Games,0.01,0.01,0,0,0.02
AMF Xtreme Bowling,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
Canvas 2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
Memories Off: Sorekara Again,2006,Adventure,KID,0,0,0.02,0,0.02
Kuusen II,2004,Simulation,Kadokawa Shoten,0,0,0.02,0,0.02
Gift: Prism,2006,Adventure,Sweets,0,0,0.02,0,0.02
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,Adventure,Alchemist,0,0,0.02,0,0.02
Lunatic Dawn Tempest,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
Nanatsuiro * Drops Pure!!,2007,Adventure,Media Works,0,0,0.02,0,0.02
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,Fighting,Yuke's,0,0,0.02,0,0.02
Ikki Tousen: Shining Dragon,2007,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,Adventure,Minato Station,0,0,0.02,0,0.02
D.Gray-man: Sousha no Shikaku,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
School Days LxH,2008,Adventure,Interchannel,0,0,0.02,0,0.02
Neo Angelique,2006,Adventure,Tecmo Koei,0,0,0.02,0,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02
Princess Saver! Eternal Love for My Lady,2010,Adventure,Comfort,0,0,0.02,0,0.02
Jitsumei Jikkyou Keiba Dream Classic 2002,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02
Rule of Rose,2006,Action,505 Games,0.01,0.01,0,0,0.02
Shonen Jump's One Piece: Grand Adventure,2005,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
Pac-Man World Rally,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02
Evolution Snowboarding,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,Misc,Sega,0,0,0.02,0,0.02
Happiness! De-Lucks,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
Eureka Seven Vol. 2: The New Vision,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02
Puzzle Challenge: Crosswords and More!,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02
Natsuiro no Sunadokei,2002,Adventure,Princess Soft,0,0,0.02,0,0.02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,Misc,Sega,0,0,0.02,0,0.02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,Adventure,Alchemist,0,0,0.02,0,0.02
Galaxy Angel II: Eigou Kaiki no Koku,2009,Strategy,Broccoli,0,0,0.02,0,0.02
Kuon,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02
Ryu-koku,2006,Adventure,KID,0,0,0.02,0,0.02
GunParade Orchestra: Midori no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02
Whiteout,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
Taito Legends 2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02
Final Approach 2: 1st Priority,2008,Adventure,Princess Soft,0,0,0.02,0,0.02
Moujuutsukai to Oujisama: Snow Bride,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
Meitantei Evangelion,2007,Adventure,Broccoli,0,0,0.02,0,0.02
Butt-Ugly Martians: Zoom or Doom!,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02
Super PickUps,2007,Racing,XS Games,0.01,0.01,0,0,0.02
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,2002,Action,Takara,0,0,0.02,0,0.02
Last Escort,2006,Adventure,D3Publisher,0,0,0.02,0,0.02
Aria: The Natural ~Tooi Yume no Mirage~,2006,Adventure,Alchemist,0,0,0.02,0,0.02
Ruff Trigger: The Vanocore Conspiracy,2006,Platform,Natsume,0.01,0.01,0,0,0.02
Winning Post 7: Maximum 2007,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,2010,Action,Russel,0,0,0.02,0,0.02
Guitar Freaks V2 & DrumMania V2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Backyard Baseball '09,2008,Sports,Atari,0.01,0.01,0,0,0.02
Malice,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,2008,Role-Playing,Sega,0,0,0.02,0,0.02
Uchuu Keiji Tamashii: The Space Sheriff Spirits,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,2010,Adventure,Alchemist,0,0,0.02,0,0.02
Virtua Pro Football,2006,Sports,Sega,0,0,0.02,0,0.02
Aoishiro,2008,Adventure,Success,0,0,0.02,0,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle!,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
Elvandia Story,2007,Role-Playing,Spike,0,0,0.02,0,0.02
Triggerheart Excelica Enhanced,2009,Shooter,Alchemist,0,0,0.02,0,0.02
The Conveni 4,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
Prism Ark: Awake,2008,Adventure,5pb,0,0,0.02,0,0.02
Rozen Maiden: Duellwalzer,2006,Adventure,Taito,0,0,0.02,0,0.02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
Guitar Freaks V3 & DrumMania V3,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,2007,Role-Playing,Sega,0,0,0.02,0,0.02
Cabela's Alaskan Adventure,N/A,Sports,Unknown,0.01,0.01,0,0,0.02
Arabians Lost: The Engagement on Desert,2007,Adventure,Prototype,0,0,0.02,0,0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
Gallop Racer Inbreed,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02
The King of Fighters Collection: The Orochi Saga (JP sales),2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02
Tsuki no Hikari: Shizumeru Kane no Satsujin,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02
Sega Ages 2500 Series Vol. 26: Dynamite Deka,2006,Action,Sega,0,0,0.02,0,0.02
Iridium Runners,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
Bakumatsu Renka: Karyuu Kenshi-den,2007,Adventure,D3Publisher,0,0,0.02,0,0.02
Mai-Otome Hime: Otome Butou Shi,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02
Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
Blazing Souls,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
Virtua Quest,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
Castle Shikigami 2,2004,Shooter,Play It,0.01,0.01,0,0,0.02
Gadget Racers (PAL),2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02
NBA 07,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,2007,Misc,D3Publisher,0,0,0.02,0,0.02
Roommate Asami: Okusama wa Joshikousei,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
Pirates: Legend of the Black Buccaneer,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
Amagoushi no Yakata,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
Franklin: A Birthday Surprise,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
Suzunone Seven: Rebirth Knot,2010,Adventure,Alchemist,0,0,0.02,0,0.02
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
Moujuutsukai to Oujisama,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02
Namco Museum 50th Anniversary (JP sales),2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,2006,Action,D3Publisher,0,0,0.02,0,0.02
Memories Off #5: Encore,2007,Adventure,CyberFront,0,0,0.02,0,0.02
Zombie Hunters 2,2006,Action,Essential Games,0,0,0.02,0,0.02
